difficulty_level,problem,alt1,alt2,alt3,answer,original_word,batch,num_workers,num_correct,mean_RT
5,E9?SS9ONS,A,E,I,alt3,EMISSIONS,11,30,19,4.0195
6,E9?SS9ON,A,E,I,alt3,EMISSION,11,30,17,4.2945
7,M9?ST9RE,A,E,I,alt3,MOISTURE,11,30,8,5.1009
7,A9?CA9LE,A,E,I,alt3,AMICABLE,11,30,7,4.5771
6,DA?S,A,E,I,alt3,DAIS,11,30,18,4.7849
3,B9?EF9TS,N,R,T,alt1,BENEFITS,11,30,24,3.0915
1,SO?G,N,R,T,alt1,SONG,11,30,30,2.7045
3,S9?CT9FIED,N,R,T,alt1,SANCTIFIED,11,30,25,3.1601
4,L9?EAGE,N,R,T,alt1,LINEAGE,11,30,23,3.5128
1,U9?EC9SS9RILY,N,R,T,alt1,UNNECESSARILY,11,30,28,2.9365
4,P9?DU9UM,N,R,T,alt1,PENDULUM,11,30,22,3.904
1,B9?ANAS,N,R,T,alt1,BANANAS,11,30,30,2.7079
1,LY?X,N,R,T,alt1,LYNX,11,30,29,2.5667
7,S9?UOUS,N,R,T,alt1,SINUOUS,11,30,11,3.6876
2,P9?EA9PLE,N,R,T,alt1,PINEAPPLE,11,30,28,3.0664
2,E9?OPE,N,R,T,alt2,EUROPE,11,30,28,3.7052
3,H9?DC9VER,N,R,T,alt2,HARDCOVER,11,30,26,3.36
1,A9?IVAL,N,R,T,alt2,ARRIVAL,11,30,28,2.7003
1,YA?D,N,R,T,alt2,YARD,11,30,29,2.5872
1,M9?RORS,N,R,T,alt2,MIRRORS,11,30,28,2.9299
7,I9?IG9TION,N,R,T,alt2,IRRIGATION,11,30,10,4.0849
1,FE?N,N,R,T,alt2,FERN,11,30,30,3.0772
5,B9?EFT,N,R,T,alt2,BEREFT,11,30,20,3.7446
1,J9?GON,N,R,T,alt2,JARGON,11,30,28,2.8254
4,W9?SH9PP9NG,N,R,T,alt2,WORSHIPPING,11,30,22,3.4773
4,M9?HODS,N,R,T,alt3,METHODS,11,30,23,3.3618
3,E9?AB9ISH,N,R,T,alt3,ESTABLISH,11,30,24,3.617
7,A9?RA9TION,N,R,T,alt3,ATTRACTION,11,30,14,5.1636
5,V9?ER9NS,N,R,T,alt3,VETERANS,11,30,19,4.4443
5,L9?IG9TION,N,R,T,alt3,LITIGATION,11,30,18,3.5568
7,W9?ER9HED,N,R,T,alt3,WATERSHED,11,30,12,4.4406
7,W9?CH9UL9ESS,N,R,T,alt3,WATCHFULNESS,11,30,14,4.8399
5,O9?EN9IBLY,N,R,T,alt3,OSTENSIBLY,11,30,19,3.9576
7,L9?TI9ED,N,R,T,alt3,LATTICED,11,30,10,4.4312
6,N9?RO9EN9US,N,R,T,alt3,NITROGENOUS,11,30,19,5.4743
1,LE?RN,A,E,I,alt1,LEARN,12,31,31,2.5248
1,CL?IM,A,E,I,alt1,CLAIM,12,31,31,2.7179
4,T9?IL9ND,A,E,I,alt1,THAILAND,12,31,23,4.0981
6,M9?SU9ING,A,E,I,alt1,MEASURING,12,31,16,4.4382
2,L9?TH9NG,A,E,I,alt1,LOATHING,12,31,28,2.8587
5,F9?NT9CA9LY,A,E,I,alt1,FRANTICALLY,12,31,20,4.409
7,U9?VA9LING,A,E,I,alt1,UNAVAILING,12,31,13,5.3122
5,I9?GERY,A,E,I,alt1,IMAGERY,12,31,21,3.3885
2,Q9?RR9LS9ME,A,E,I,alt1,QUARRELSOME,12,31,29,3.0806
6,S9?PORT,A,E,I,alt1,SEAPORT,12,31,16,3.9912
1,US?D,A,E,I,alt2,USED,12,31,31,2.6711
1,TH?M,A,E,I,alt2,THEM,12,31,31,2.6225
6,O9?RA9IO9AL,A,E,I,alt2,OPERATIONAL,12,31,18,4.3629
1,GE?K,A,E,I,alt2,GEEK,12,31,31,2.4755
2,G9?GORY,A,E,I,alt2,GREGORY,12,31,29,3.5934
2,E9?MPT,A,E,I,alt2,EXEMPT,12,31,28,2.6421
6,C9?AN9RS,A,E,I,alt2,CLEANERS,12,31,17,4.8428
5,V9?TN9MESE,A,E,I,alt2,VIETNAMESE,12,31,20,3.3354
1,C9?SC9NT,A,E,I,alt2,CRESCENT,12,31,29,2.915
7,G9?RN9EY,A,E,I,alt2,GUERNSEY,12,31,11,5.1117
1,PR?ME,A,E,I,alt3,PRIME,12,31,31,2.5111
1,F9?LURE,A,E,I,alt3,FAILURE,12,31,30,2.7606
3,S9?RI9UAL,A,E,I,alt3,SPIRITUAL,12,31,27,3.5302
1,K9?GHT,A,E,I,alt3,KNIGHT,12,31,30,2.6027
1,O9?GINS,A,E,I,alt3,ORIGINS,12,31,29,2.8724
6,E9?THET,A,E,I,alt3,EPITHET,12,31,17,4.2076
6,B9?LIFF,A,E,I,alt3,BAILIFF,12,31,17,4.226
4,K9?GH9LY,A,E,I,alt3,KNIGHTLY,12,31,24,3.8246
6,F9?RT9TION,A,E,I,alt3,FLIRTATION,12,31,16,4.8881
7,I9?QU9TOUS,A,E,I,alt3,INIQUITOUS,12,31,13,4.6883
1,W9?DOWS,N,R,T,alt1,WINDOWS,12,31,31,2.5139
1,K9?GDOM,N,R,T,alt1,KINGDOM,12,31,30,2.6321
4,L9?ATIC,N,R,T,alt1,LUNATIC,12,31,24,3.3601
2,V9?OM9US,N,R,T,alt1,VENOMOUS,12,31,28,2.9408
3,L9?GU9DLY,N,R,T,alt1,LANGUIDLY,12,31,27,3.8727
6,L9?CA9HIRE,N,R,T,alt1,LANCASHIRE,12,31,18,4.7394
5,H9?EY9UC9LE,N,R,T,alt1,HONEYSUCKLE,12,31,21,3.6458
1,L9?GU9STIC,N,R,T,alt1,LINGUISTIC,12,31,30,3.1047
7,P9?TH9ISM,N,R,T,alt1,PANTHEISM,12,31,15,4.9496
7,H9?DO9TAN,N,R,T,alt1,HINDOSTAN,12,31,14,4.8317
3,W9?LD9IDE,N,R,T,alt2,WORLDWIDE,12,31,26,3.7099
1,ZE?O,N,R,T,alt2,ZERO,12,31,31,2.841
1,N9?MA9LY,N,R,T,alt2,NORMALLY,12,31,31,2.8298
6,A9?AN9EM9NT,N,R,T,alt2,ARRANGEMENT,12,31,16,5.1436
1,P9?SUIT,N,R,T,alt2,PURSUIT,12,31,31,2.4047
6,C9?RE9PO9DS,N,R,T,alt2,CORRESPONDS,12,31,18,4.784
6,C9?ON9TION,N,R,T,alt2,CORONATION,12,31,15,4.5568
7,S9?AM9LE,N,R,T,alt2,SCRAMBLE,12,31,8,4.8576
7,I9?EG9LA9ITY,N,R,T,alt2,IRREGULARITY,12,31,15,5.1809
7,S9?IP9URAL,N,R,T,alt2,SCRIPTURAL,12,31,13,5.3201
1,B9?WEEN,N,R,T,alt3,BETWEEN,12,31,30,2.5201
2,N9?IF9CA9ION,N,R,T,alt3,NOTIFICATION,12,31,28,2.935
1,V9?AMIN,N,R,T,alt3,VITAMIN,12,31,31,2.9646
6,T9?ANS,N,R,T,alt3,TITANS,12,31,16,4.4619
2,LA?EX,N,R,T,alt3,LATEX,12,31,28,2.959
1,V9?ERAN,N,R,T,alt3,VETERAN,12,31,30,2.6338
7,E9?ATES,N,R,T,alt3,ESTATES,12,31,11,4.7543
4,A9?ON9SH,N,R,T,alt3,ASTONISH,12,31,24,3.6704
3,RI?A,N,R,T,alt3,RITA,12,31,27,3.3007
1,O9?IM9STIC,N,R,T,alt3,OPTIMISTIC,12,31,29,2.7707
5,A9?DE9IC,A,E,I,alt1,ACADEMIC,13,29,17,3.686
3,A9?TEUR,A,E,I,alt1,AMATEUR,13,29,24,2.7289
4,L9?VING,A,E,I,alt1,LEAVING,13,29,22,3.2593
1,A9?LYST,A,E,I,alt1,ANALYST,13,29,28,2.7384
3,R9?SO9ABLY,A,E,I,alt1,REASONABLY,13,29,23,3.3351
1,S9?FOOD,A,E,I,alt1,SEAFOOD,13,29,28,2.5134
2,T9?RFUL,A,E,I,alt1,TEARFUL,13,29,26,3.2297
2,D9?WB9CK,A,E,I,alt1,DRAWBACK,13,29,26,3.216
2,S9?SIDE,A,E,I,alt1,SEASIDE,13,29,25,2.5701
6,Q9?RTO,A,E,I,alt1,QUARTO,13,29,16,4.0961
1,E9?RY9HING,A,E,I,alt2,EVERYTHING,13,29,28,2.8356
1,F9?QU9NTLY,A,E,I,alt2,FREQUENTLY,13,29,28,2.9812
3,S9?NIC,A,E,I,alt2,SCENIC,13,29,26,3.8176
3,P9?NO9ENON,A,E,I,alt2,PHENOMENON,13,29,25,3.2825
2,E9?RALD,A,E,I,alt2,EMERALD,13,29,26,2.7693
2,O9?SITY,A,E,I,alt2,OBESITY,13,29,25,2.979
7,S9?CI9LT9ES,A,E,I,alt2,SPECIALTIES,13,29,12,4.9147
7,C9?DI9LE,A,E,I,alt2,CREDIBLE,13,29,8,5.1542
7,P9?VISH,A,E,I,alt2,PEEVISH,13,29,8,4.7901
6,D9?PEN,A,E,I,alt2,DEEPEN,13,29,16,4.1757
1,F9?DAY,A,E,I,alt3,FRIDAY,13,29,29,2.6909
7,C9?ENT,A,E,I,alt3,CLIENT,13,29,13,4.7905
4,O9?TU9RIES,A,E,I,alt3,OBITUARIES,13,29,21,3.3553
7,O9?SS9ONS,A,E,I,alt3,OMISSIONS,13,29,7,4.3514
7,C9?LL9NG,A,E,I,alt3,CHILLING,13,29,10,4.1949
4,OD?N,A,E,I,alt3,ODIN,13,29,20,3.094
5,O9?GA9CHY,A,E,I,alt3,OLIGARCHY,13,29,18,3.7186
7,T9?FLED,A,E,I,alt3,TRIFLED,13,29,13,4.5835
6,A9?GAIL,A,E,I,alt3,ABIGAIL,13,29,14,3.8544
1,CH?RP,A,E,I,alt3,CHIRP,13,29,28,2.7762
3,D9?AMIC,N,R,T,alt1,DYNAMIC,13,29,24,3.9146
2,F9?TA9TIC,N,R,T,alt1,FANTASTIC,13,29,26,3.1309
1,SI?G,N,R,T,alt1,SING,13,29,29,2.4964
3,S9?IORS,N,R,T,alt1,SENIORS,13,29,25,3.1794
4,S9?EGAL,N,R,T,alt1,SENEGAL,13,29,21,4.0621
3,V9?DI9TIVE,N,R,T,alt1,VINDICTIVE,13,29,24,3.1871
1,B9?DIT,N,R,T,alt1,BANDIT,13,29,29,2.693
2,J9?IPER,N,R,T,alt1,JUNIPER,13,29,27,3.9381
3,G9?GR9NE,N,R,T,alt1,GANGRENE,13,29,23,3.5233
2,N9?CH9LANT,N,R,T,alt1,NONCHALANT,13,29,26,2.6859
1,G9?MANY,N,R,T,alt2,GERMANY,13,29,28,2.3459
1,PU?E,N,R,T,alt2,PURE,13,29,29,2.504
1,WA?M,N,R,T,alt2,WARM,13,29,29,3.0008
3,U9?AINE,N,R,T,alt2,UKRAINE,13,29,24,3.4546
1,G9?GE9US,N,R,T,alt2,GORGEOUS,13,29,27,2.8845
4,A9?ORA,N,R,T,alt2,AURORA,13,29,21,4.0158
1,N9?VANA,N,R,T,alt2,NIRVANA,13,29,28,2.8598
1,H9?MFUL,N,R,T,alt2,HARMFUL,13,29,28,2.7912
4,S9?IBE,N,R,T,alt2,SCRIBE,13,29,22,3.8385
4,V9?NISH,N,R,T,alt2,VARNISH,13,29,20,2.826
2,N9?URE,N,R,T,alt3,NATURE,13,29,26,2.9372
1,RA?IO,N,R,T,alt3,RATIO,13,29,28,3.4199
5,L9?VIA,N,R,T,alt3,LATVIA,13,29,21,4.3897
3,G9?HIC,N,R,T,alt3,GOTHIC,13,29,26,3.6027
7,P9?AT9ES,N,R,T,alt3,POTATOES,13,29,10,3.7566
7,E9?RA9GED,N,R,T,alt3,ESTRANGED,13,29,6,4.6238
6,A9?RO9OGER,N,R,T,alt3,ASTROLOGER,13,29,15,4.6577
6,L9?IUM,N,R,T,alt3,LATIUM,13,29,14,4.3749
6,O9?RU9IVE,N,R,T,alt3,OBTRUSIVE,13,29,17,4.499
5,T9?TO9ED,N,R,T,alt3,TATTOOED,13,29,20,3.9039
1,HE?RT,A,E,I,alt1,HEART,14,29,27,2.7692
1,MI?MI,A,E,I,alt1,MIAMI,14,29,29,2.5204
7,P9?NNED,A,E,I,alt1,PLANNED,14,29,10,4.1181
2,SC?N,A,E,I,alt1,SCAN,14,29,25,2.8446
4,D9?GN9SIS,A,E,I,alt1,DIAGNOSIS,14,29,22,3.7395
1,WR?P,A,E,I,alt1,WRAP,14,29,29,2.5174
1,R9?CT9ONS,A,E,I,alt1,REACTIONS,14,29,27,2.773
7,A9?ND9NED,A,E,I,alt1,ABANDONED,14,29,12,3.8481
1,RE?LM,A,E,I,alt1,REALM,14,29,29,2.61
2,AJ?R,A,E,I,alt1,AJAR,14,29,27,3.1312
7,A9?NC9ES,A,E,I,alt2,AGENCIES,14,29,8,4.9723
1,QU?EN,A,E,I,alt2,QUEEN,14,29,28,2.5941
6,S9?NA9IO,A,E,I,alt2,SCENARIO,14,29,15,4.1761
2,EY?D,A,E,I,alt2,EYED,14,29,27,3.1423
2,B9?AK9OWN,A,E,I,alt2,BREAKDOWN,14,29,25,2.8442
7,T9?RA9IST,A,E,I,alt2,THERAPIST,14,29,14,4.7713
6,C9?ME9CY,A,E,I,alt2,CLEMENCY,14,29,17,4.1781
5,P9?AS9RA9LE,A,E,I,alt2,PLEASURABLE,14,29,20,4.8675
7,K9?NN9SS,A,E,I,alt2,KEENNESS,14,29,11,4.5997
6,C9?ANLY,A,E,I,alt2,CLEANLY,14,29,15,4.8906
6,S9?RIT,A,E,I,alt3,SPIRIT,14,29,15,4.4716
7,E9?TO9IAL,A,E,I,alt3,EDITORIAL,14,29,8,5.101
3,I9?TI9TIVE,A,E,I,alt3,INITIATIVE,14,29,24,3.4713
1,TW?N,A,E,I,alt3,TWIN,14,29,29,2.4914
5,S9?EN9IST,A,E,I,alt3,SCIENTIST,14,29,21,4.1973
1,TR?BE,A,E,I,alt3,TRIBE,14,29,27,2.8981
5,S9?PM9NT,A,E,I,alt3,SHIPMENT,14,29,20,3.7607
6,P9?MR9SE,A,E,I,alt3,PRIMROSE,14,29,15,4.4375
6,G9?EVES,A,E,I,alt3,GRIEVES,14,29,17,4.1372
7,E9?FI9AT9ON,A,E,I,alt3,EDIFICATION,14,29,9,4.7622
1,P9?NS9LV9NIA,N,R,T,alt1,PENNSYLVANIA,14,29,29,2.7334
2,A9?IV9RS9RY,N,R,T,alt1,ANNIVERSARY,14,29,27,3.0243
4,G9?EA9OGY,N,R,T,alt1,GENEALOGY,14,29,22,3.7414
1,R9?EW9BLE,N,R,T,alt1,RENEWABLE,14,29,29,2.6195
4,G9?ER9TES,N,R,T,alt1,GENERATES,14,29,23,4.1169
1,PU?Y,N,R,T,alt1,PUNY,14,29,28,3.3856
4,M9?DA9IN,N,R,T,alt1,MANDARIN,14,29,23,3.912
6,N9?DE9CR9PT,N,R,T,alt1,NONDESCRIPT,14,29,14,4.5305
3,M9?GO9IAN,N,R,T,alt1,MONGOLIAN,14,29,24,3.9759
2,G9?SHOT,N,R,T,alt1,GUNSHOT,14,29,26,2.6873
7,C9?TI9IC9TE,N,R,T,alt2,CERTIFICATE,14,29,10,3.7655
5,C9?TA9NLY,N,R,T,alt2,CERTAINLY,14,29,18,3.8598
2,M9?CH9ND9SE,N,R,T,alt2,MERCHANDISE,14,29,27,2.9376
3,D9?IVED,N,R,T,alt2,DERIVED,14,29,26,4.4488
5,P9?CH9SES,N,R,T,alt2,PURCHASES,14,29,17,3.5875
7,H9?EIN,N,R,T,alt2,HEREIN,14,29,13,4.7111
2,C9?NW9LL,N,R,T,alt2,CORNWALL,14,29,26,3.5598
7,E9?IP9DES,N,R,T,alt2,EURIPIDES,14,29,6,4.3982
6,B9?RI9TER,N,R,T,alt2,BARRISTER,14,29,16,4.7376
7,E9?ON9OU9LY,N,R,T,alt2,ERRONEOUSLY,14,29,10,4.3032
5,A9?IV9TIES,N,R,T,alt3,ACTIVITIES,14,29,18,4.2392
3,N9?EB9OKS,N,R,T,alt3,NOTEBOOKS,14,29,24,3.3399
3,U9?IM9TELY,N,R,T,alt3,ULTIMATELY,14,29,24,3.2501
7,V9?ERS,N,R,T,alt3,VOTERS,14,29,14,4.8937
4,L9?HU9NIA,N,R,T,alt3,LITHUANIA,14,29,22,3.4435
4,H9?TEST,N,R,T,alt3,HOTTEST,14,29,21,3.6866
2,M9?HE9BO9RD,N,R,T,alt3,MOTHERBOARD,14,29,26,3.2374
5,C9?HE9RAL,N,R,T,alt3,CATHEDRAL,14,29,19,4.0083
7,T9?EL9GE,N,R,T,alt3,TUTELAGE,14,29,9,4.7459
5,A9?HEA,N,R,T,alt3,ALTHEA,14,29,21,4.5147
7,A9?RT9ENTS,A,E,I,alt1,APARTMENTS,15,30,8,4.3032
1,A9?ZING,A,E,I,alt1,AMAZING,15,30,30,2.7617
2,E9?BLED,A,E,I,alt1,ENABLED,15,30,27,2.9817
1,R9?CT9ON,A,E,I,alt1,REACTION,15,30,29,3.1698
5,N9?REST,A,E,I,alt1,NEAREST,15,30,20,3.737
7,E9?LU9TED,A,E,I,alt1,EVALUATED,15,30,12,4.3251
2,Q9?LI9YING,A,E,I,alt1,QUALIFYING,15,30,28,3.0617
2,BE?U,A,E,I,alt1,BEAU,15,30,27,2.9342
6,D9?LE9TS,A,E,I,alt1,DIALECTS,15,30,15,4.5423
7,C9?VAT,A,E,I,alt1,CRAVAT,15,30,11,5.0248
1,DE?P,A,E,I,alt2,DEEP,15,30,29,2.6117
3,O9?GON,A,E,I,alt2,OREGON,15,30,24,3.0622
1,OP?RA,A,E,I,alt2,OPERA,15,30,30,2.7089
7,A9?QU9TE,A,E,I,alt2,ADEQUATE,15,30,6,5.1093
7,T9?OR9ES,A,E,I,alt2,THEORIES,15,30,13,4.6856
6,B9?AT9ING,A,E,I,alt2,BREATHING,15,30,18,5.2538
3,V9?WERS,A,E,I,alt2,VIEWERS,15,30,25,3.8006
7,A9?TY9ENE,A,E,I,alt2,ACETYLENE,15,30,9,4.794
5,G9?EN9SH,A,E,I,alt2,GREENISH,15,30,18,4.0052
5,R9?TO9ICAL,A,E,I,alt2,RHETORICAL,15,30,18,3.9433
1,C9?CAGO,A,E,I,alt3,CHICAGO,15,30,30,3.0582
1,EX?T,A,E,I,alt3,EXIT,15,30,30,2.6409
1,E9?SODE,A,E,I,alt3,EPISODE,15,30,28,2.8982
2,RA?L,A,E,I,alt3,RAIL,15,30,26,2.8488
6,I9?TI9LLY,A,E,I,alt3,INITIALLY,15,30,14,3.9386
5,M9?NS9REAM,A,E,I,alt3,MAINSTREAM,15,30,21,4.0786
1,K9?GHTS,A,E,I,alt3,KNIGHTS,15,30,30,2.5765
7,T9?UM9HAL,A,E,I,alt3,TRIUMPHAL,15,30,10,4.771
4,N9?SILY,A,E,I,alt3,NOISILY,15,30,23,3.7464
6,E9?FY9NG,A,E,I,alt3,EDIFYING,15,30,15,4.1857
2,G9?ER9LLY,N,R,T,alt1,GENERALLY,15,30,27,3.3784
2,M9?TANA,N,R,T,alt1,MONTANA,15,30,28,2.9994
3,M9?ET9RY,N,R,T,alt1,MONETARY,15,30,26,3.1732
4,B9?EATH,N,R,T,alt1,BENEATH,15,30,22,3.2725
4,M9?IT9RED,N,R,T,alt1,MONITORED,15,30,22,3.5849
3,B9?ED9CT,N,R,T,alt1,BENEDICT,15,30,25,3.6837
3,DU?G,N,R,T,alt1,DUNG,15,30,27,3.7808
5,H9?SOM,N,R,T,alt1,HANSOM,15,30,22,4.3187
1,S9?BEAM,N,R,T,alt1,SUNBEAM,15,30,30,2.7012
5,C9?DE9ABRA,N,R,T,alt1,CANDELABRA,15,30,21,3.8115
2,F9?NI9URE,N,R,T,alt2,FURNITURE,15,30,27,2.9135
1,W9?KS9OP,N,R,T,alt2,WORKSHOP,15,30,30,2.599
1,N9?TH9EST,N,R,T,alt2,NORTHWEST,15,30,29,2.9704
2,A9?IVED,N,R,T,alt2,ARRIVED,15,30,27,3.3977
1,H9?BAL,N,R,T,alt2,HERBAL,15,30,29,2.7776
2,VE?DE,N,R,T,alt2,VERDE,15,30,29,3.6717
3,T9?RAIN,N,R,T,alt2,TERRAIN,15,30,24,3.2984
7,B9?LE9QUE,N,R,T,alt2,BURLESQUE,15,30,13,4.6751
3,F9?EW9OD,N,R,T,alt2,FIREWOOD,15,30,25,3.0932
6,A9?OIT,N,R,T,alt2,ADROIT,15,30,15,3.8726
1,C9?ALOG,N,R,T,alt3,CATALOG,15,30,29,3.0418
2,O9?ARIO,N,R,T,alt3,ONTARIO,15,30,27,2.8803
5,A9?ER9AT9VES,N,R,T,alt3,ALTERNATIVES,15,30,19,4.1849
5,A9?RACT,N,R,T,alt3,ATTRACT,15,30,20,4.5197
5,T9?AN9UM,N,R,T,alt3,TITANIUM,15,30,18,4.0048
3,O9?IMUM,N,R,T,alt3,OPTIMUM,15,30,26,3.6712
1,MO?H,N,R,T,alt3,MOTH,15,30,29,2.8754
5,D9?ER9OR9TION,N,R,T,alt3,DETERIORATION,15,30,22,4.382
6,O9?AVO,N,R,T,alt3,OCTAVO,15,30,16,4.6629
2,C9?AC9MBS,N,R,T,alt3,CATACOMBS,15,30,28,3.1457
6,S9?ND9RDS,A,E,I,alt1,STANDARDS,16,29,16,4.177
6,E9?LU9TION,A,E,I,alt1,EVALUATION,16,29,15,4.8666
4,C9?SS9CS,A,E,I,alt1,CLASSICS,16,29,22,3.9216
6,A9?RDED,A,E,I,alt1,AWARDED,16,29,14,4.0234
3,D9?THS,A,E,I,alt1,DEATHS,16,29,25,3.3446
1,S9?KE9PE9RE,A,E,I,alt1,SHAKESPEARE,16,29,28,2.8462
4,G9?RA9TEES,A,E,I,alt1,GUARANTEES,16,29,22,4.0578
6,H9?LT9FUL,A,E,I,alt1,HEALTHFUL,16,29,15,4.2577
4,T9?NK9UL9ESS,A,E,I,alt1,THANKFULNESS,16,29,21,3.4071
6,S9?RP9ESS,A,E,I,alt1,SHARPNESS,16,29,15,4.3464
1,EV?N,A,E,I,alt2,EVEN,16,29,27,2.7918
3,E9?RY9NE,A,E,I,alt2,EVERYONE,16,29,23,3.4922
5,F9?XI9IL9TY,A,E,I,alt2,FLEXIBILITY,16,29,16,3.3502
5,T9?LVE,A,E,I,alt2,TWELVE,16,29,19,3.744
7,S9?MA9ES,A,E,I,alt2,SHEMALES,16,29,7,4.4865
3,E9?VEN,A,E,I,alt2,ELEVEN,16,29,23,3.4204
3,D9?AMER,A,E,I,alt2,DREAMER,16,29,24,3.712
7,F9?NC9WO9AN,A,E,I,alt2,FRENCHWOMAN,16,29,5,4.7244
4,U9?QU9VO9AL,A,E,I,alt2,UNEQUIVOCAL,16,29,19,3.0273
5,AB?D,A,E,I,alt2,ABED,16,29,20,4.2367
1,PR?OR,A,E,I,alt3,PRIOR,16,29,29,2.5411
6,M9?NT9IN,A,E,I,alt3,MAINTAIN,16,29,15,4.7562
1,C9?CKEN,A,E,I,alt3,CHICKEN,16,29,28,2.711
5,C9?LD9OOD,A,E,I,alt3,CHILDHOOD,16,29,19,3.9689
1,D9?NKS,A,E,I,alt3,DRINKS,16,29,27,2.7006
3,B9?LL9ANCE,A,E,I,alt3,BRILLIANCE,16,29,22,2.9164
6,B9?MS9ONE,A,E,I,alt3,BRIMSTONE,16,29,14,3.946
5,Q9?ET9DE,A,E,I,alt3,QUIETUDE,16,29,18,4.0229
7,T9?RT9ETH,A,E,I,alt3,THIRTIETH,16,29,9,4.101
1,Q9?ZZ9CAL,A,E,I,alt3,QUIZZICAL,16,29,28,2.6938
2,M9?IMUM,N,R,T,alt1,MINIMUM,16,29,26,2.8448
1,S9?GA9ORE,N,R,T,alt1,SINGAPORE,16,29,28,2.9644
5,F9?IS9ING,N,R,T,alt1,FINISHING,16,29,18,4.037
3,G9?TEEL,N,R,T,alt1,GENTEEL,16,29,23,3.3701
6,P9?GENT,N,R,T,alt1,PUNGENT,16,29,18,4.619
6,F9?AN9IER,N,R,T,alt1,FINANCIER,16,29,13,4.113
